building gmlid; roof surface gmlid; apex flight line; row in apex data; col in apex data; cell geometry; cell area; percentage of deviations; percentage of cell in roof
ID_0599100010072060;RCID_77d030b3-a5ed-40e8-98de-b0dd21d56a45;south;6944;292;LINESTRING (90953.69635880843 433778.1877376312, 90950.79323736875 433777.9796626567, 90949.12910062638 433777.5492048941, 90949.48152619283 433773.9323838739, 90951.14573440207 433774.3627577696, 90954.05006140989 433774.6206084985, 90953.69635880843 433778.1877376312);16.68327464282292;8.94401798730851e-06;1.0
ID_0599100010072060;RCID_77d030b3-a5ed-40e8-98de-b0dd21d56a45;south;6944;293;LINESTRING (90954.04883617279 433774.5708314578, 90951.14573440207 433774.3627577696, 90949.4815944322 433773.9323270973, 90949.83351108871 433770.3164412098, 90951.49772682629 433770.74678636, 90954.40214165744 433771.0077077285, 90954.04883617279 433774.5708314578);16.674899216629267;0.12220347966900146;1.0
ID_0599100010072060;RCID_77d030b3-a5ed-40e8-98de-b0dd21d56a45;south;6944;295;LINESTRING (90954.75531812459 433767.4421283902, 90951.85090329713 433767.1812069921, 90950.18668756465 433766.7508618206, 90950.53990449323 433763.1890193959, 90952.20412657615 433763.6193114556, 90955.10704776316 433763.8273785344, 90954.75531812459 433767.4421283902);16.581678401678914;0.3355190919901786;1.0
ID_0599100010072060;RCID_77d030b3-a5ed-40e8-98de-b0dd21d56a45;south;6944;296;LINESTRING (90955.10854623932 433763.8799849283, 90952.20412657615 433763.6193114556, 90950.53990766424 433763.1889928983, 90950.89308861335 433759.6275137105, 90952.55731384865 433760.0577794294, 90955.46021543513 433760.2658450732, 90955.10854623932 433763.8799849283);16.579564991284364;0.08585228658893516;1.0
ID_0599100010072060;RCID_77d030b3-a5ed-40e8-98de-b0dd21d56a45;south;6945;293;LINESTRING (90949.48152619283 433773.9323838739, 90947.81738621386 433773.5019531936, 90944.80826623651 433772.7627571729, 90945.16037257503 433769.1470575998, 90948.16930287566 433769.8860672911, 90949.83351862233 433770.3164124484, 90949.48152619283 433773.9323838739);17.309209371152203;0.01049004298136179;1.0
ID_0599100010072060;RCID_77d030b3-a5ed-40e8-98de-b0dd21d56a45;south;6945;297;LINESTRING (90950.89308861335 433759.6275137105, 90949.22886652681 433759.1972216283, 90946.22005913785 433758.4583273616, 90946.57332724372 433754.8973242106, 90949.58201167698 433755.6361038915, 90951.24624005935 433756.0663434137, 90950.89308861335 433759.6275137105);17.053781538057653;0.0;1.0
ID_0599100010072060;RCID_77d030b3-a5ed-40e8-98de-b0dd21d56a45;south;6946;291;LINESTRING (90944.10200694567 433779.9469628609, 90941.09276401858 433779.2076494194, 90939.24861028724 433778.4406071845, 90939.6011493525 433774.8235549841, 90941.44665911849 433775.6403235664, 90944.45577913415 433776.3795195705, 90944.10200694567 433779.9469628609);17.90317962894449;0.0;1.0
ID_0599100010072060;RCID_77d030b3-a5ed-40e8-98de-b0dd21d56a45;south;6946;292;LINESTRING (90944.45584065575 433776.3795782515, 90941.44665911849 433775.6403235664, 90939.60246038025 433774.8733385814, 90939.9548539675 433771.2535799564, 90941.79918715369 433772.0203728436, 90944.80826623651 433772.7627571729, 90944.45584065575 433776.3795782515);18.09558944210084;0.3905982097306751;1.0
ID_0599100010072060;RCID_77d030b3-a5ed-40e8-98de-b0dd21d56a45;south;6946;293;LINESTRING (90944.80830715987 433772.7595688787, 90941.79918715369 433772.0203728436, 90939.95367739757 433771.2036042399, 90940.30691541414 433767.6379367078, 90942.15129350146 433768.4046732376, 90945.16022383087 433769.1436829377, 90944.80830715987 433772.7595688787);18.04402310393883;0.6634226782032563;1.0
ID_0599100010072060;RCID_77d030b3-a5ed-40e8-98de-b0dd21d56a45;south;6946;294;LINESTRING (90945.16037257503 433769.1470575998, 90942.15129350146 433768.4046732376, 90940.3069603247 433767.637880326, 90940.66024650549 433764.0759012357, 90942.50466946098 433764.8425816995, 90945.51353834702 433765.5815335533, 90945.16037257503 433769.1470575998);17.82571307855549;0.32128024917624476;1.0
